PARTEI,WAHLKREIS,'29.09.19','15.10.17'
SLP,Langenstein,1,0
SLP,Waldhausen im Strudengau,0,0
SLP,Aurolzmünster,0,1
SLP,Mehrnbach,0,0
SLP,Mörschwang,0,0
SLP,Reichersberg,1,0
SLP,Atzesberg,0,0
SLP,Hörbich,0,0
SLP,Hofkirchen im Mühlkreis,0,0
SLP,Neustift im Mühlkreis,0,0
SLP,Gschwandt,3,1
SLP,Laakirchen,3,5
SLP,Eschenau im Hausruckkreis,1,0
SLP,Heiligenberg,0,0
SLP,Hofkirchen an der Trattnach,0,0
SLP,Steegen,0,0
SLP,Wendling,1,0
SLP,Inzersdorf im Kremstal,0,0
SLP,Pettenbach,0,1
SLP,Vorderstoder,0,0
SLP,Enns,2,0
SLP,St.Florian,2,1
SLP,Pasching,2,1
SLP,Pucking,0,0
SLP,Laussa,1,0
SLP,Losenstein,0,0
SLP,Reichraming,0,0
SLP,Eidenberg,2,0
SLP,Rüstorf,0,1
SLP,Ungenach,0,0
SLP,Fischlham,1,0
SLP,Lambach,0,1
SLP,Gallneukirchen,0,2
SLP,Haibach im Mühlkreis,1,0
SLP,Niederthalheim,0,0
SLP,Ulrichsberg,1,0
SLP,Dorf an der Pram,0,4
SLP,Wernstein am Inn,1,0
FPÖ,St.Georgen b. Obernberg am Inn,41,71
FPÖ,St.Marienkirchen bei Schärding,233,356
ÖVP,St.Georgen b. Obernberg am Inn,191,186
SPÖ,St.Georgen b. Obernberg am Inn,27,45
KPÖ,St.Marienkirchen an d. Polsenz,6,6
FPÖ,Berg im Attergau,94,153
FPÖ,Pfaffing,143,215
FPÖ,Weißenkirchen im Attergau,113,184
FPÖ,Herzogsdorf,261,377
FPÖ,Reichenthal,93,200
FPÖ,Vorderweißenbach,237,301
FPÖ,Lembach im Mühlkreis,167,256
FPÖ,Niederkappel,102,169
FPÖ,Ulrichsberg,301,476
FPÖ,Schärding,8366,12803
FPÖ,Dorf an der Pram,96,145
FPÖ,Esternberg,361,623
FPÖ,Eberstalzell,336,475
FPÖ,Schleißheim,132,209
GRÜNE,Neukirchen an der Enknach,78,23
GRÜNE,Eferding,2754,795
GRÜNE,Hagenberg im Mühlkreis,255,73
GRÜNE,Kaltenberg,11,2
GRÜNE,Liebenau,30,7
GRÜNE,Tragwein,199,48
GRÜNE,Bad Zell,257,79
GRÜNE,Linz und Umgebung,31023,8686
GRÜNE,Traunviertel,20074,5409
GRÜNE,Mühlviertel,24627,7065
GRÜNE,Altheim,179,54
GRÜNE,Auerbach,28,7
GRÜNE,Burgkirchen,124,42
GRÜNE,Kirchberg bei Mattighofen,35,20
GRÜNE,Baumgartenberg,77,18
GRÜNE,Mitterkirchen im Machland,58,18
GRÜNE,St.Georgen an der Gusen,336,107
GRÜNE,St.Nikola an der Donau,22,9
GRÜNE,Waldhausen im Strudengau,134,23
GRÜNE,Hohenzell,150,40
GRÜNE,Lohnsburg am Kobernaußerwald,90,25
GRÜNE,Pramet,40,8
GRÜNE,Reichersberg,64,17
GRÜNE,Waldzell,68,17
GRÜNE,Wippenham,30,15
GRÜNE,Helfenberg,78,17
GRÜNE,Bad Goisern am Hallstättersee,380,86
GRÜNE,Kirchham,96,20
GRÜNE,Pinsdorf,210,55
GRÜNE,St.Wolfgang im Salzkammergut,108,26
GRÜNE,Kematen am Innbach,60,14
GRÜNE,Tollet,74,23
GRÜNE,Edlbach,22,5
GRÜNE,Schlierbach,216,63
GRÜNE,Spital am Pyhrn,63,14
GRÜNE,Windischgarsten,96,25
GRÜNE,St.Florian am Inn,145,28
GRÜNE,St.Willibald,42,22
GRÜNE,Vichtenstein,12,6
GRÜNE,Dietach,263,89
GRÜNE,Großraming,137,47
GRÜNE,Aurach am Hongar,72,14
GRÜNE,Desselbrunn,90,18
GRÜNE,Frankenburg am Hausruck,214,62
GRÜNE,Mondsee,234,66
GRÜNE,Niederthalheim,76,29
GRÜNE,Oberndorf bei Schwanenstadt,72,27
GRÜNE,Pilsbach,40,11
GRÜNE,Pitzenberg,45,7
GRÜNE,Puchkirchen am Trattberg,67,10
GRÜNE,Schörfling am Attersee,254,65
GRÜNE,Ungenach,132,37
GRÜNE,Losenstein,81,31
GRÜNE,Urfahr-Umgebung,10047,2834
GRÜNE,Altenberg bei Linz,358,118
GRÜNE,Eidenberg,153,40
GRÜNE,Herzogsdorf,129,43
GRÜNE,Lichtenberg,267,82
GRÜNE,Reichenau im Mühlkreis,74,24
GRÜNE,Reichenthal,74,20
GRÜNE,Lembach im Mühlkreis,62,20
GRÜNE,Pfarrkirchen im Mühlkreis,69,25
GRÜNE,Weyregg am Attersee,109,33
GRÜNE,Bachmanning,41,17
GRÜNE,Offenhausen,100,20
GRÜNE,Sipbachzell,107,10
GRÜNE,Thalheim bei Wels,414,128
ÖVP,Schwand im Innkreis,264,228
ÖVP,Gutau,719,623
ÖVP,Liebenau,526,472
ÖVP,Pregarten,1107,990
ÖVP,Unterweißenbach,670,591
ÖVP,Windhaag bei Freistadt,453,439
ÖVP,Braunau am Inn,1960,21828
ÖVP,Hochburg-Ach,739,648
ÖVP,Kirchberg bei Mattighofen,338,271
ÖVP,St.Florian,1235,1261
ÖVP,Traun,2469,2281
ÖVP,Klam,187,172
ÖVP,Bad Kreuzen,702,660
ÖVP,Naarn im Machlande,894,801
ÖVP,Rechberg,355,347
ÖVP,St.Thomas am Blasenstein,329,320
ÖVP,Schwertberg,792,777
ÖVP,Windhaag bei Perg,409,373
ÖVP,Kirchdorf am Inn,185,172
ÖVP,Kirchheim im Innkreis,207,175
ÖVP,Mörschwang,94,102
ÖVP,Weilbach,182,159
ÖVP,Atzesberg,152,147
ÖVP,Bad Ischl,2043,1862
ÖVP,Gschwandt,604,551
ÖVP,Pinsdorf,602,511
ÖVP,Natternbach,596,521
ÖVP,Weibern,399,387
ÖVP,Kirchdorf an der Krems,559,12162
ÖVP,Molln,635,526
ÖVP,Schlierbach,537,474
ÖVP,Spital am Pyhrn,421,337
ÖVP,St.Florian am Inn,545,520
ÖVP,Schärding,16370,14621
ÖVP,Sigharting,240,222
ÖVP,Vichtenstein,183,142
ÖVP,Dietach,645,605
ÖVP,Garsten,1226,1133
ÖVP,Desselbrunn,354,346
ÖVP,Innerschwand,320,311
ÖVP,Lenzing,526,413
ÖVP,St.Lorenz,597,550
ÖVP,Schlatt,272,230
ÖVP,Tiefgraben,865,815
ÖVP,Maria Neustift,476,466
ÖVP,Pfarrkirchen bei Bad Hall,528,422
ÖVP,Bad Leonfelden,997,1044
ÖVP,Ottenschlag im Mühlkreis,151,138
ÖVP,Schenkenfelden,487,475
ÖVP,Sonnberg im Mühlkreis,213,207
ÖVP,Nebelberg,228,194
ÖVP,Neufelden,272,273
ÖVP,Neustift im Mühlkreis,411,434
ÖVP,St.Johann am Wimberg,250,248
ÖVP,St.Peter am Wimberg,575,556
ÖVP,St.Veit im Mühlkreis,367,329
ÖVP,Aigen-Schlägl,777,686
ÖVP,Eggerding,357,338
ÖVP,Wels-Land,15556,13637
ÖVP,Aichkirchen,164,149
ÖVP,Buchkirchen,698,637
ÖVP,Fischlham,312,308
ÖVP,Gunskirchen,1120,1018
ÖVP,Sattledt,477,441
SPÖ,Pischelsdorf am Engelbach,83,117
SPÖ,Schalchen,386,486
SPÖ,Ueberackern,36,54
SPÖ,Hartkirchen,426,615
SPÖ,Prambachkirchen,210,320
SPÖ,Kaltenberg,20,33
SPÖ,Leopoldschlag,76,102
SPÖ,Pierbach,91,93
SPÖ,Schönau im Mühlkreis,197,232
SPÖ,Windhaag bei Freistadt,159,200
SPÖ,Gmunden,16255,21323
SPÖ,Aspach,140,191
SPÖ,Kronstorf,534,636
SPÖ,Neuhofen an der Krems,649,936
SPÖ,Niederneukirchen,214,269
SPÖ,Traun,3247,4108
SPÖ,Baumgartenberg,162,157
SPÖ,Münzbach,98,121
SPÖ,Kirchheim im Innkreis,39,55
SPÖ,Mühlheim am Inn,76,99
SPÖ,Reichersberg,81,132
SPÖ,Wippenham,66,93
SPÖ,Hofkirchen im Mühlkreis,98,148
SPÖ,Gschwandt,291,399
SPÖ,Traunkirchen,175,257
SPÖ,Heiligenberg,21,45
SPÖ,Hofkirchen an der Trattnach,113,171
SPÖ,Neukirchen am Walde,144,162
SPÖ,Pötting,33,51
SPÖ,St.Georgen bei Grieskirchen,124,165
SPÖ,Steegen,65,86
SPÖ,Taufkirchen an der Trattnach,156,196
FPÖ,Ostermiething,232,432
FPÖ,St.Radegund,28,49
FPÖ,Eferding,4353,6912
FPÖ,Grünbach,193,322
FPÖ,Kaltenberg,65,99
FPÖ,Lasberg,223,360
FPÖ,St.Oswald bei Freistadt,285,513
FPÖ,Schönau im Mühlkreis,193,337
FPÖ,Lengau,445,794
FPÖ,Oftering,213,337
FPÖ,Klam,128,166
FPÖ,Mitterkirchen im Machland,154,262
FPÖ,Rechberg,55,92
FPÖ,Saxen,228,347
FPÖ,Taiskirchen im Innkreis,267,435
FPÖ,Rohrbach,5947,9695
FPÖ,Hörbich,55,87
FPÖ,Bad Schallerbach,371,542
FPÖ,St.Agatha,232,374
FPÖ,Tollet,83,118
FPÖ,Wallern an der Trattnach,326,539
FPÖ,Ansfelden,1649,2492
FPÖ,Kematen an der Krems,258,426
FPÖ,Kirchberg-Thening,216,356
FPÖ,Schardenberg,230,382
FPÖ,Wernstein am Inn,172,249
FPÖ,Steyr-Land,6321,10306
KPÖ,Zwettl an der Rodl,8,6
KPÖ,Vöcklabruck,462,469
KPÖ,Putzleinsdorf,9,5
KPÖ,St.Peter am Wimberg,6,5
KPÖ,Rainbach im Innkreis,1,3
KPÖ,Riedau,10,1
NEOS,Moosbach,25,20
NEOS,Munderfing,80,74
NEOS,Perwang am Grabensee,38,23
NEOS,St.Johann am Walde,45,43
NEOS,Tarsdorf,41,28
NEOS,Eferding,1633,1046
NEOS,Handenberg,38,14
NEOS,Mauerkirchen,72,37
NEOS,Kronstorf,130,101
NEOS,Niederneukirchen,69,56
NEOS,Piberbach,79,37
NEOS,Wilhering,350,250
NEOS,Arbing,67,37
NEOS,St.Nikola an der Donau,14,12
NEOS,St.Thomas am Blasenstein,21,11
NEOS,Schwertberg,150,105
NEOS,Gurten,37,11
NEOS,Kirchheim im Innkreis,20,12
NEOS,Peterskirchen,27,15
NEOS,St.Martin im Innkreis,38,38
NEOS,Rohrbach,2462,1689
NEOS,Atzesberg,14,5
NEOS,Haslach an der Mühl,103,58
NEOS,Hörbich,9,9
NEOS,Hallstatt,17,17
NEOS,Kirchham,53,43
NEOS,Ohlsdorf,157,116
NEOS,Roitham,52,32
NEOS,Vorchdorf,259,166
NEOS,Bad Schallerbach,161,95
NEOS,Eschenau im Hausruckkreis,23,12
NEOS,Haag am Hausruck,86,52
NEOS,Hofkirchen an der Trattnach,53,40
NEOS,Pollham,30,15
NEOS,Pram,52,46
NEOS,St.Georgen bei Grieskirchen,52,40
NEOS,Nußbach,98,93
NEOS,Rosenau am Hengstpaß,14,9
NEOS,Steinbach an der Steyr,44,46
NEOS,Eggendorf im Traunkreis,37,32
NEOS,Suben,33,21
NEOS,Taufkirchen an der Pram,76,57
NEOS,Wernstein am Inn,47,31
NEOS,Bad Hall,176,121
NEOS,Fornach,32,17
NEOS,Innerschwand,36,31
NEOS,Pfaffing,44,37
NEOS,Pitzenberg,11,8
NEOS,St.Georgen im Attergau,130,119
NEOS,Schörfling am Attersee,120,95
NEOS,Seewalchen am Attersee,240,159
NEOS,Schiedlberg,31,25
NEOS,Sierning,271,203
NEOS,Wolfern,77,65
NEOS,Haibach im Mühlkreis,34,27
NEOS,Herzogsdorf,92,57
NEOS,Kollerschlag,27,19
NEOS,Peilstein im Mühlviertel,43,30
NEOS,Aigen-Schlägl,71,73
NEOS,Enzenkirchen,37,33
NEOS,Raab,52,43
NEOS,Offenhausen,62,69
SPÖ,Inzersdorf im Kremstal,158,227
SPÖ,Kremsmünster,445,663
SPÖ,Micheldorf in Oberösterreich,780,940
SPÖ,Molln,447,568
SPÖ,Roßleithen,183,249
SPÖ,Allhaming,97,155
SPÖ,Vichtenstein,22,35
SPÖ,Aurach am Hongar,203,228
SPÖ,Pöndorf,194,261
SPÖ,Rüstorf,248,292
SPÖ,St.Lorenz,86,164
SPÖ,Schlatt,122,160
SPÖ,Schwanenstadt,450,540
SPÖ,Laussa,133,194
SPÖ,Maria Neustift,108,139
SPÖ,Sierning,1606,1790
SPÖ,Engerwitzdorf,951,1429
SPÖ,Herzogsdorf,179,257
SPÖ,Oberneukirchen,259,351
SPÖ,Steyregg,715,975
SPÖ,Lembach im Mühlkreis,121,161
SPÖ,Neustift im Mühlkreis,109,153
SPÖ,St.Veit im Mühlkreis,69,130
SPÖ,Ulrichsberg,205,333
SPÖ,Engelhartszell,54,84
SPÖ,Freinberg,76,103
SPÖ,Neukirchen bei Lambach,69,79
KPÖ,Polling im Innkreis,3,0
KPÖ,Prambachkirchen,6,8
KPÖ,Freistadt,276,280
KPÖ,Hagenberg im Mühlkreis,10,11
KPÖ,Hirschbach im Mühlkreis,10,7
KPÖ,Kefermarkt,9,8
KPÖ,Wartberg ob der Aist,19,15
KPÖ,Windhaag bei Freistadt,2,0
KPÖ,Linz und Umgebung,1389,1981
KPÖ,Handenberg,6,3
KPÖ,Höhnhart,2,1
KPÖ,Mattighofen,11,8
KPÖ,Mining,1,1
KPÖ,Leonding,65,79
KPÖ,Arbing,1,2
KPÖ,Pabneukirchen,5,2
KPÖ,St.Georgen am Walde,3,5
KPÖ,Eberschwang,11,7
KPÖ,Eitzing,0,3
KPÖ,Obernberg am Inn,0,0
KPÖ,Waldzell,1,2
KPÖ,Weilbach,2,1
KPÖ,Auberg,1,0
KPÖ,Helfenberg,10,4
KPÖ,Kirchberg ob der Donau,3,5
KPÖ,Pinsdorf,13,5
KPÖ,Pram,3,2
KPÖ,Schlüßlberg,10,4
KPÖ,Taufkirchen an der Trattnach,6,5
KPÖ,Waizenkirchen,7,7
KPÖ,Hinterstoder,2,4
KPÖ,Inzersdorf im Kremstal,5,3
KPÖ,Klaus an der Pyhrnbahn,2,3
KPÖ,Allhaming,2,0
KPÖ,Ansfelden,28,40
KPÖ,Kirchberg-Thening,7,6
KPÖ,St.Aegidi,3,3
KPÖ,Manning,3,5
KPÖ,Neukirchen an der Vöckla,8,10
KPÖ,Niederthalheim,0,4
KPÖ,Pühret,0,2
KPÖ,Steinbach am Attersee,1,2
KPÖ,Unterach am Attersee,1,4
KPÖ,Maria Neustift,7,3
KPÖ,Rohr im Kremstal,2,0
KPÖ,Ternberg,12,8
KPÖ,Waldneukirchen,5,8
KPÖ,St.Gotthard im Mühlkreis,3,3
KPÖ,Vorderweißenbach,4,8
SLP,St.Pantaleon,2,0
SLP,Hinzenbach,0,0
SLP,St.Marienkirchen an d. Polsenz,0,0
SLP,Gutau,0,0
SLP,Unterweißenbach,0,0
SLP,Waldburg,1,2
SLP,Bad Zell,1,0
SLP,Hausruckviertel,58,33
SLP,Traunviertel,65,43
SLP,Eggelsberg,0,0
SLP,Maria Schmolln,0,0
SLP,Wilhering,0,0
SLP,Münzbach,0,0
SLP,Rechberg,0,0
SLP,Geiersberg,0,0
SLP,Geinberg,0,0
SLP,Kirchheim im Innkreis,0,0
SLP,Lambrechten,0,0
SLP,Ort im Innkreis,0,0
SLP,Pattigham,0,0
SLP,Peterskirchen,0,0
SLP,Utzenaich,0,0
SLP,Niederwaldkirchen,0,0
SLP,Hallstatt,0,0
SLP,Roitham,1,3
SLP,Geboltskirchen,0,0
SLP,Kallham,1,0
SLP,Michaelnbach,0,0
SLP,Pötting,0,0
SLP,St.Georgen bei Grieskirchen,0,0
SLP,St.Thomas,0,0
SLP,Taufkirchen an der Trattnach,0,0
SLP,Kirchdorf an der Krems,3,7
SLP,Molln,0,2
SLP,Roßleithen,1,0
SLP,Wartberg an der Krems,0,0
SLP,Hörsching,1,0
SLP,Kematen an der Krems,0,0
SLP,Kronstorf,2,0
SLP,Piberbach,0,0
SLP,St.Marien,2,2
SLP,Pfarrkirchen bei Bad Hall,0,0
SLP,Engerwitzdorf,4,0
SLP,Schwanenstadt,1,0
SLP,Vöcklabruck,24,14
SLP,Bachmanning,0,0
SLP,Eberstalzell,0,0
SLP,Krenglbach,1,0
SLP,Ottenschlag im Mühlkreis,0,0
SLP,Ottensheim,0,0
SLP,Steyregg,1,1
SLP,Aurach am Hongar,0,0
SLP,Berg im Attergau,0,0
SLP,Lenzing,3,0
SLP,Neukirchen an der Vöckla,0,0
SLP,Nußdorf am Attersee,0,0
SLP,St.Ulrich im Mühlkreis,0,0
SLP,Altschwendt,1,0
SLP,Raab,0,0
SLP,St.Marienkirchen bei Schärding,0,0
SLP,Vichtenstein,0,0
SLP,Adlwang,0,0
SLP,Dietach,0,0
GRÜNE,St.Georgen b. Obernberg am Inn,29,5
ÖVP,St.Marienkirchen bei Schärding,445,381
ÖVP,Wels,13262,11749
ÖVP,Jeging,180,145
KPÖ,Linz,1706,2672
KPÖ,Jeging,2,4
FPÖ,Gampern,260,481
FPÖ,Manning,62,117
FPÖ,Pöndorf,251,423
FPÖ,Redleiten,82,101
FPÖ,Redlham,172,249
FPÖ,Steinbach am Attersee,42,98
FPÖ,Maria Neustift,174,302
FPÖ,Waldneukirchen,206,358
FPÖ,Urfahr-Umgebung,7596,12146
FPÖ,Alberndorf in der Riedmark,388,672
FPÖ,Engerwitzdorf,693,1207
FPÖ,Hellmonsödt,181,294
FPÖ,Kirchschlag bei Linz,172,259
FPÖ,Steyregg,376,692
FPÖ,Ampflwang im Hausruckwald,311,562
FPÖ,Bad Wimsbach-Neydharting,228,388
FPÖ,Fischlham,140,216
FPÖ,Sattledt,318,452
FPÖ,Stadl-Paura,548,895
FPÖ,Steinerkirchen an der Traun,243,404
FPÖ,Weißkirchen an der Traun,344,576
GRÜNE,Pischelsdorf am Engelbach,40,20
GRÜNE,St.Georgen am Fillmannsbach,10,3
GRÜNE,Hirschbach im Mühlkreis,83,34
GRÜNE,Kefermarkt,125,31
GRÜNE,Königswiesen,109,31
GRÜNE,St.Oswald bei Freistadt,104,18
GRÜNE,Schönau im Mühlkreis,76,21
GRÜNE,Braunau am Inn,898,1863
GRÜNE,Gilgenberg am Weilhart,42,7
GRÜNE,Pucking,210,55
GRÜNE,Allerheiligen im Mühlkreis,62,14
GRÜNE,Dimbach,39,5
GRÜNE,Luftenberg an der Donau,242,66
GRÜNE,Saxen,75,22
GRÜNE,Altenfelden,101,39
GRÜNE,Laakirchen,446,100
GRÜNE,Grieskirchen,5145,1475
GRÜNE,Geboltskirchen,94,23
GRÜNE,Meggenhofen,103,40
GRÜNE,St.Agatha,75,25
GRÜNE,St.Pankraz,13,1
GRÜNE,Steinbach am Ziehberg,38,13
GRÜNE,Vorderstoder,31,6
GRÜNE,Hörsching,308,95
GRÜNE,Sigharting,26,5
GRÜNE,Neukirchen an der Vöckla,167,43
GRÜNE,Nußdorf am Attersee,44,10
GRÜNE,Pfaffing,87,23
GRÜNE,Schlatt,79,27
GRÜNE,Schwanenstadt,245,106
GRÜNE,Seewalchen am Attersee,436,102
GRÜNE,Alberndorf in der Riedmark,260,71
GRÜNE,Oberneukirchen,247,93
GRÜNE,Schenkenfelden,86,12
GRÜNE,Vorderweißenbach,132,35
GRÜNE,Kollerschlag,37,9
GRÜNE,Lichtenau im Mühlkreis,9,6
GRÜNE,Nebelberg,22,7
GRÜNE,Neufelden,100,32
GRÜNE,Neustift im Mühlkreis,91,23
GRÜNE,St.Johann am Wimberg,57,10
GRÜNE,Andorf,203,64
GRÜNE,Brunnenthal,101,40
GRÜNE,Münzkirchen,106,33
GRÜNE,Rainbach im Innkreis,54,20
GRÜNE,Wolfsegg am Hausruck,116,40
GRÜNE,Aichkirchen,25,6
GRÜNE,Buchkirchen,235,68
GRÜNE,Eberstalzell,122,32
GRÜNE,Gunskirchen,287,85
GRÜNE,Holzhausen,57,10
GRÜNE,Schleißheim,80,29
ÖVP,Fraham,414,371
ÖVP,Königswiesen,943,825
ÖVP,Tragwein,690,699
ÖVP,Mühlviertel,75139,69413
ÖVP,Aspach,594,524
ÖVP,Feldkirchen bei Mattighofen,513,429
ÖVP,Franking,212,194
ÖVP,Gilgenberg am Weilhart,345,309
ÖVP,Handenberg,369,340
ÖVP,Neuhofen an der Krems,880,825
ÖVP,St.Marien,900,878
ÖVP,Wilhering,1074,1076
ÖVP,Mauthausen,632,604
ÖVP,St.Nikola an der Donau,206,184
ÖVP,Mühlheim am Inn,137,135
ÖVP,St.Martin im Innkreis,280,295
ÖVP,Waldzell,511,447
ÖVP,Hörbich,148,137
ÖVP,Hofkirchen im Mühlkreis,367,351
ÖVP,Neumarkt im Hausruckkreis,222,214
ÖVP,Rottenbach,182,197
ÖVP,Wendling,204,214
ÖVP,Micheldorf in Oberösterreich,941,841
ÖVP,St.Pankraz,50,39
ÖVP,Vorderstoder,219,169
ÖVP,Linz-Land,25574,23078
ÖVP,Ansfelden,1604,1412
ÖVP,Enns,1521,1330
ÖVP,Hörsching,995,854
ÖVP,St.Willibald,306,242
ÖVP,Wernstein am Inn,317,337
ÖVP,Adlwang,463,429
ÖVP,Aschach an der Steyr,460,480
ÖVP,Oberhofen am Irrsee,424,382
ÖVP,Pöndorf,589,508
ÖVP,Redleiten,94,81
ÖVP,Steinbach am Attersee,216,194
ÖVP,Unterach am Attersee,292,273
ÖVP,Engerwitzdorf,1706,1588
ÖVP,Gallneukirchen,965,951
ÖVP,Walding,840,789
ÖVP,Schwarzenberg am Böhmerwald,185,148
ÖVP,Altschwendt,184,173
ÖVP,Andorf,1157,992
ÖVP,Engelhartszell,178,164
ÖVP,Raab,462,448
ÖVP,Holzhausen,179,140
ÖVP,Sipbachzell,490,419
SPÖ,Schwand im Innkreis,51,77
SPÖ,Tarsdorf,82,147
SPÖ,Stroheim,92,136
SPÖ,Gutau,372,493
SPÖ,Hirschbach im Mühlkreis,101,174
SPÖ,Liebenau,152,192
SPÖ,Pregarten,733,994
SPÖ,Oberösterreich,187173,246201
SPÖ,Steyr,13033,15715
SPÖ,Eggelsberg,140,171
SPÖ,Gilgenberg am Weilhart,56,70
SPÖ,Höhnhart,109,110
SPÖ,Lochen,145,237
SPÖ,St.Florian,665,952
SPÖ,Pasching,1065,1336
SPÖ,Arbing,176,219
SPÖ,Klam,71,80
SPÖ,St.Georgen an der Gusen,712,926
SPÖ,Lohnsburg am Kobernaußerwald,123,180
SPÖ,Mehrnbach,138,186
SPÖ,Pattigham,37,80
SPÖ,Peterskirchen,26,46
SPÖ,St.Martin im Innkreis,114,181
SPÖ,Taiskirchen im Innkreis,135,249
SPÖ,Arnreit,62,98
SPÖ,Bad Ischl,1547,2220
SPÖ,Laakirchen,1422,1768
SPÖ,Obertraun,173,192
SPÖ,Pinsdorf,457,658
SPÖ,Eschenau im Hausruckkreis,56,71
SPÖ,Gallspach,233,297
SPÖ,Haag am Hausruck,200,252
SPÖ,Michaelnbach,72,92
SPÖ,Neumarkt im Hausruckkreis,163,175
SPÖ,Wallern an der Trattnach,324,450
FPÖ,Pfaffstätt,87,167
FPÖ,St.Georgen am Fillmannsbach,93,127
FPÖ,Alkoven,606,1004
FPÖ,Hinzenbach,202,364
FPÖ,Bad Zell,256,458
FPÖ,Gmunden,10116,17469
FPÖ,Traunviertel,25233,42052
FPÖ,Geretsberg,120,203
FPÖ,Gilgenberg am Weilhart,161,248
FPÖ,Haigermoos,60,89
FPÖ,Mining,109,193
FPÖ,Pasching,626,1109
FPÖ,Piberbach,158,287
FPÖ,Pucking,522,818
FPÖ,Katsdorf,203,412
FPÖ,Langenstein,217,399
FPÖ,Eberschwang,407,658
FPÖ,Mühlheim am Inn,79,132
FPÖ,St.Martin im Innkreis,168,285
FPÖ,Senftenbach,75,126
FPÖ,Bad Ischl,904,1840
FPÖ,St.Wolfgang im Salzkammergut,157,361
FPÖ,Aistersheim,125,185
FPÖ,Michaelnbach,107,217
FPÖ,Rottenbach,174,270
FPÖ,Schlüßlberg,281,467
FPÖ,Pettenbach,661,972
FPÖ,Roßleithen,186,268
FPÖ,Suben,111,182
FPÖ,Gaflenz,164,311
KPÖ,Niederkappel,6,1
KPÖ,Aigen-Schlägl,1,9
KPÖ,Diersbach,3,7
KPÖ,Engelhartszell,3,2
KPÖ,Mayrhof,1,0
KPÖ,Zell am Moos,3,0
NEOS,Pfaffstätt,39,30
NEOS,Pischelsdorf am Engelbach,55,35
NEOS,Roßbach,30,21
NEOS,Schwand im Innkreis,27,15
NEOS,Alkoven,218,174
NEOS,Freistadt,2897,1854
NEOS,Neumarkt im Mühlkreis,113,78
NEOS,Aspach,43,37
NEOS,Eggelsberg,79,53
NEOS,Maria Schmolln,34,34
NEOS,St.Florian,340,216
NEOS,Bad Kreuzen,56,26
NEOS,Mitterkirchen im Machland,33,30
NEOS,Pabneukirchen,36,34
NEOS,Andrichsfurt,17,17
NEOS,Kirchdorf am Inn,18,8
NEOS,Neuhofen im Innkreis,94,74
NEOS,Utzenaich,47,31
NEOS,Waldzell,61,32
NEOS,Weilbach,8,8
NEOS,Altenfelden,100,73
NEOS,Gosau,56,22
NEOS,Grünau im Almtal,60,52
NEOS,Geboltskirchen,39,24
NEOS,Heiligenberg,23,14
NEOS,Schlüßlberg,87,55
NEOS,Wallern an der Trattnach,111,90
NEOS,Weibern,67,48
NEOS,Grünburg,70,66
NEOS,Ried im Traunkreis,92,92
NEOS,Allhaming,56,43
NEOS,Hofkirchen im Traunkreis,108,65
NEOS,Schärding,1971,1315
NEOS,Vichtenstein,9,11
NEOS,Adlwang,56,41
NEOS,Manning,14,20
NEOS,Mondsee,140,98
NEOS,Pöndorf,31,28
NEOS,Urfahr-Umgebung,4967,3459
NEOS,Kirchschlag bei Linz,98,75
NEOS,Sonnberg im Mühlkreis,44,33
NEOS,Steyregg,202,142
NEOS,Attersee,57,65
NEOS,Pfarrkirchen im Mühlkreis,38,23
NEOS,St.Oswald bei Haslach,7,18
NEOS,Brunnenthal,49,41
NEOS,Riedau,50,43
NEOS,Zell am Moos,59,61
NEOS,Bachmanning,12,15
NEOS,Eberstalzell,93,70
NEOS,Neukirchen bei Lambach,37,23
NEOS,Schleißheim,82,39
NEOS,Sipbachzell,83,90
SPÖ,Hinterstoder,52,91
SPÖ,Steinbach am Ziehberg,75,99
SPÖ,Linz-Land,22406,28059
SPÖ,Kematen an der Krems,268,367
SPÖ,Kirchberg-Thening,367,483
SPÖ,Schärding,5622,7442
SPÖ,Taufkirchen an der Pram,296,354
SPÖ,Steyr-Land,9266,11359
SPÖ,Adlwang,113,161
SPÖ,Bad Hall,492,636
SPÖ,Großraming,398,504
SPÖ,Berg im Attergau,41,69
SPÖ,Gampern,226,324
SPÖ,Oberhofen am Irrsee,116,163
SPÖ,Redleiten,46,55
SPÖ,Redlham,189,237
SPÖ,Reichraming,425,514
SPÖ,Wolfern,337,469
SPÖ,Alberndorf in der Riedmark,338,514
SPÖ,Goldwörth,84,105
SPÖ,Haibach im Mühlkreis,87,118
SPÖ,Hellmonsödt,196,317
SPÖ,Kollerschlag,91,123
SPÖ,Neufelden,84,137
SPÖ,Niederwaldkirchen,115,169
SPÖ,Peilstein im Mühlviertel,130,169
SPÖ,Putzleinsdorf,71,109
SPÖ,St.Martin im Mühlkreis,317,448
SPÖ,Rohrbach-Berg,335,507
SPÖ,Mayrhof,8,21
SPÖ,Münzkirchen,169,224
SPÖ,Zell am Moos,65,108
SPÖ,Buchkirchen,508,638
SPÖ,Eberstalzell,127,176
KPÖ,Munderfing,0,2
KPÖ,Palting,2,0
KPÖ,St.Georgen am Fillmannsbach,1,1
KPÖ,Tarsdorf,4,6
KPÖ,Treubach,3,3
KPÖ,Pupping,6,4
KPÖ,Hausruckviertel,1009,1073
